sample_index,base_value,Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Age
698,-0.63386875,-0.2919406,-0.19250874,-0.3480055,-0.26561233,0.2705131,0.30162868,0.23892702,-0.31948403
513,-0.63386875,-0.20016436,-2.2860909,0.3543101,-0.08070446,0.1551289,-0.9445876,0.30998233,-0.56053567
304,-0.63386875,0.10751508,0.7110504,-0.016796684,-0.053694196,0.17956887,-1.6489931,-0.50627935,-0.12444732
82,-0.63386875,0.19912675,-2.4146,0.09079666,-0.18749897,-0.7991363,-0.016302135,0.764651,0.108619645
563,-0.63386875,-0.17064142,-1.3779173,-0.57844895,0.039731763,-0.9286583,-0.9642086,-0.17093836,0.19568287
722,-0.63386875,-0.2054025,0.3156976,-0.038091358,-0.082524955,0.3455011,-0.34130773,0.3847029,0.5518697
199,-0.63386875,-0.27239472,0.39522493,-0.29542106,-0.23974024,-0.45827276,0.24700604,-0.6387063,-0.18868384
112,-0.63386875,-0.2922813,-1.9835261,-0.026608704,0.1905432,-0.27901843,0.17154951,-0.62907547,-0.32365376
162,-0.63386875,0.1094384,-0.48276302,0.017789323,0.056416597,-0.42120612,0.4801417,-0.5101266,-0.43480372
24,-0.63386875,0.19775334,0.53535926,-0.27360398,0.10788695,0.29212028,0.110307515,-0.2657342,0.87726194
215,-0.63386875,0.60444146,0.03893917,0.1658035,0.1817616,-0.39867887,0.023719708,0.500899,-0.19739181
42,-0.63386875,0.10621382,-0.9579334,-0.49727687,0.14391607,0.11355244,-2.3339002,-0.045583203,0.7973387
366,-0.63386875,-0.28040424,-0.75898635,0.38883552,-0.06372826,0.27841684,-0.24759986,0.07481321,-0.061646376
402,-0.63386875,-0.25911507,0.3230594,-0.033297695,0.063601315,-0.95553625,-0.031531688,-0.8340434,0.025636975
88,-0.63386875,0.26305628,0.4115199,0.09180713,-0.03825577,-0.47223848,-0.04051226,-1.2819061,0.62478095
486,-0.63386875,-0.19488622,0.71174556,0.53967196,0.24741672,-0.5560919,0.3055813,0.85438794,-0.44682494
436,-0.63386875,0.39598212,0.38251758,-0.0338669,0.11739448,0.25393024,0.08653936,-0.4939453,0.46520722
399,-0.63386875,-0.14250262,2.9994464,0.013793702,0.053253368,0.25632387,-0.13785891,-0.35957617,-0.24119091
488,-0.63386875,-0.044960685,-1.3440822,0.24489005,0.07016549,0.12877718,-1.437496,-0.43640277,-0.22063018
615,-0.63386875,0.0052025635,-1.1710736,0.22649151,-0.037054636,0.16542612,-1.3960396,-0.46997774,-0.29167518
481,-0.63386875,0.4599783,-0.5448113,-0.24582574,0.10726454,0.20573542,0.07831108,-0.54912794,-0.09066087
139,-0.63386875,-0.31460258,-1.0195085,0.002845253,-0.10982674,-0.46380913,-0.16936158,-1.0318316,-0.2579148
570,-0.63386875,-0.100688756,-3.1701508,0.11035434,-0.115602605,0.2488711,0.34623486,-0.16294983,0.2366215
300,-0.63386875,-0.0066608386,2.717488,0.29398164,-0.08999581,0.25857612,0.4575646,0.4270638,0.18451488
736,-0.63386875,-0.23805751,-0.26252043,-0.08724524,-0.3149017,-0.072658695,-0.7836572,0.38723254,-0.97334516
445,-0.63386875,-0.016089944,1.6771678,-0.11592669,-0.16482314,-0.6313967,1.2898517,-1.1550977,0.10696319
447,-0.63386875,0.20084988,-1.3410205,0.03942866,0.15084553,-0.4790813,0.43472722,-0.22401778,-0.4061442
489,-0.63386875,0.52558106,3.1757896,0.0030212337,-0.121394336,0.14219184,-1.4435807,0.5262312,-1.2366048
330,-0.63386875,0.5644043,-0.528898,0.25699016,0.13882902,0.14080329,-2.5609581,-0.44929248,0.5962698
144,-0.63386875,-0.30453882,0.31352562,0.29826415,0.013092925,-0.58095425,0.2582545,-0.21377464,-0.59027314
185,-0.63386875,0.08536012,2.5739112,-0.13341485,-0.16033319,0.3123712,0.18361935,0.3585875,0.39213982
584,-0.63386875,0.8448627,-0.469422,0.067961514,0.08908026,-0.23023991,-0.007220702,0.35513628,1.4856181
164,-0.63386875,-0.0018632098,0.28502777,-0.37032154,-0.12370088,0.24902855,0.62300855,0.25428644,0.2568131
309,-0.63386875,-0.20191585,-0.8170662,-0.065130696,-0.2733562,-0.68509525,0.58984107,0.42912596,0.18369982
127,-0.63386875,-0.1422355,-0.47234747,-0.37102258,0.18066387,-0.7608619,0.32993296,-0.25913706,-0.7261282
763,-0.63386875,0.30844548,-0.82749116,-0.15466097,0.19230318,0.2621049,0.54973066,-0.76312566,-0.6729297
310,-0.63386875,-0.13521214,-2.7914546,0.15732604,-0.11493379,0.16388054,-1.6416188,-0.4683334,0.51099855
740,-0.63386875,0.47713304,-0.71267384,0.12574929,0.15990487,0.27863485,0.22164561,0.68142253,0.8119872
347,-0.63386875,0.02370006,-0.6316367,0.24304153,0.012254045,0.17516157,-1.424195,-0.66528136,-0.36729768
247,-0.63386875,0.057992492,2.2146626,-0.17573811,0.054502886,-0.6834374,2.5280325,0.22988524,-0.2570864
6,-0.63386875,-0.12681599,-2.8912222,-0.5449345,0.08483046,-0.8631389,0.085390605,-0.5329747,-0.37910753
674,-0.63386875,0.4398838,-2.0878181,0.4399238,-0.17721091,0.19662781,0.18277846,0.31740782,-0.2737095
258,-0.63386875,-0.4578177,3.6984491,0.079992935,-0.40409315,-0.3703329,-1.4665502,0.27623194,-0.3410704
198,-0.63386875,-0.23260331,-0.4940196,0.25581634,-0.021676023,-0.47206604,0.2127212,0.96651775,-0.33519244
238,-0.63386875,0.910002,1.8455278,-0.0372705,-0.031133793,0.2685105,0.3943462,0.45245317,0.37115386
417,-0.63386875,-0.14502566,0.4922849,-0.03406294,0.09820456,0.2869121,0.19392687,0.71802616,-0.03398986
699,-0.63386875,-0.14419636,-0.47953844,0.11672439,-0.08062233,0.29158425,0.5532965,0.5403915,-0.33489028
205,-0.63386875,-0.07384493,-0.80724454,0.2617784,-0.17851378,0.18990928,-1.7373029,-0.20428987,-0.34991857
543,-0.63386875,-0.32345644,-2.1426804,-0.049832776,0.0980369,-0.83480996,-0.014128346,-0.92046607,-0.32809222
554,-0.63386875,-0.04866427,-2.5219913,0.20742576,0.017455311,-0.12859124,0.38538456,-0.25604275,-0.17814298
244,-0.63386875,-0.11522275,0.7950134,-0.016612384,0.11890984,-0.08198347,0.052040353,0.16226085,-0.05665549
94,-0.63386875,-0.14109716,0.42672357,-0.0013894608,-0.13973339,-0.41160917,-1.5562391,0.41532663,-0.54866284
424,-0.63386875,0.70020807,0.25648052,-0.05330516,0.03915984,-0.452692,0.65615207,0.63531166,-0.15446386
212,-0.63386875,0.08583283,2.561208,-0.24527319,0.0010972877,0.22239165,0.08372028,-0.41256306,0.07230857
697,-0.63386875,-0.07511747,-1.5095412,0.22102512,-0.0076973424,0.13881215,-1.8419375,-0.10341109,-0.5400781
679,-0.63386875,-0.21448609,-1.1788138,-0.473705,-0.103340425,-0.5587087,-1.7665799,0.05634187,-0.5699188
589,-0.63386875,-0.22715639,-3.0991428,0.20740214,-0.10771174,0.115443535,-2.1306753,-0.044741813,-0.4657482
421,-0.63386875,-0.1719989,-1.7018353,-0.10517031,-0.086735316,-0.55100673,-1.4722809,0.28706786,-0.62757456
734,-0.63386875,-0.06638548,-1.0222929,0.0020339265,-0.0853045,0.1504388,-2.0564954,0.22906682,1.1106883
268,-0.63386875,-0.062336277,-1.2285166,-0.44540253,-0.03938755,0.14397429,-2.0717463,-0.8530983,-0.6481261
635,-0.63386875,0.3480914,-0.7706974,0.26506665,-0.132655,0.30693638,0.48548028,-0.36075306,0.19777814
87,-0.63386875,-0.20631874,-0.86553985,-0.10376051,-0.033954024,-0.96782845,0.14735067,-0.2645097,-0.39977857
75,-0.63386875,-0.40129876,-0.7179131,-0.4394383,-0.16304101,0.12945525,-1.9522449,-0.54912895,-0.68245053
537,-0.63386875,-0.043141667,-2.4431736,-0.4692027,-0.22867087,0.10123215,-2.352632,0.22027901,-0.25808606
38,-0.63386875,-0.17334662,-2.196402,-0.018275045,0.1718124,0.19439332,0.22162297,-0.030462602,-0.42819932
298,-0.63386875,0.4476984,-0.7705629,0.032526936,0.096933685,0.19632313,0.24203053,-0.19765575,1.0779951
115,-0.63386875,-0.13491939,0.78600293,-0.43762198,-0.09655528,0.2526165,0.2115403,0.58681077,0.2108621
86,-0.63386875,0.34460878,-1.0028164,-0.0023737403,-0.3342472,0.20731132,-0.197754,-1.1624298,0.798335
32,-0.63386875,0.05118289,-2.069737,-0.50400096,-0.09056898,-0.51579773,-0.89092165,-0.16260493,-0.38890305
637,-0.63386875,-0.12244897,-1.4537425,0.08866694,-0.024270173,-0.9260221,0.27139467,0.2877763,-0.3974528
593,-0.63386875,-0.25325233,-2.0954988,-0.5428768,-0.05566339,-0.18993747,-0.50113666,0.5631177,-0.4309546
425,-0.63386875,-0.25224996,3.1349711,0.012815171,0.14361703,-0.21254584,0.0734722,0.081349015,0.111352175
273,-0.63386875,-0.122827746,-2.9050472,-0.07134398,-0.013905995,-0.3327775,0.078438155,-0.42828834,-0.5293835
